state_region,constituency,voters_elig,votes_total,valid_total,turnout,88 Generation Democracy,Akha National Development Party,All Mon Regions Democracy Party,All Nationals' Democracy (A.N.D) Party Kayah State,Arakan National Party,Arakan Patriot Party,Asho Chin National Party,Chin League for Democracy,Chin National Democratic Party,Chin Progressive Party,Confederate Farmers Party (CFP),Danu National Democracy Party,Danu National Organisation Party,Dawei Nationality Party,Democracy and Peace Party,Democracy Party for Myanmar New Society,Democratic Party (Myanmar),Democratic Party for A New Society,Eastern Shan State Development Democratic Party,Federal Union Party (FUP),Guiding Star Party,Individual,Individual 2,Individual 3,Individual 4,Inn National Development Party,Inn National League Party,Ka Man National Development Party,Kachin Democratic Party,Kachin State Democracy Party,Karen National Party,Kayah Unity Democracy Party (K.U.D.P),Kayan National Party,Kayin Democratic Party,Kayin People Party,Khami National Development Party,Khumi (Khami) National Party,Kokang Democracy and Unity Party,La Hu National Development Party,Lhaovo National Unity and Development Party (LNUDP),Lisu National Development Party (L.N.D.P),Modern People Party,Mon National Party,Mro National Democracy Party (M.N.D.P),Mro National Development Party (MNDP),Myanmar Farmer Development Party,Myanmar National Congress Party,National Democratic Force (NDF),National Democratic Party for Development (NDPD),National Development Party,National League for Democracy (NLD),National Prosperity Party,National Unity Congress Party,National Unity Party (NUP),"Negotiation, Stability and Peace Party (N.S.P.P)",New Era Union Party,New National Democracy Party,New Society Party,Pao National Organisation (PNO),Peace for Diversity Party,People's Party of Myanmar Farmers and Workers,People Democracy Party,Phlone-Sqaw Democratic Party,Public Contribute Students Democracy Party,Rakhine State National United Party,Shan-Ni & Northern Shan Ethnics Solidarity Party (S.N.S.P),Shan Nationalities Democratic Party (SNDP),Shan Nationalities League for Democracy (SNLD),Shan State Kokang Democratic Party,Ta-Arng Palaung National Party,Tai-Leng Nationalities Development Party (T.N.D.P),The 88 Generation Students Youth (Union of Myanmar),The Kachin National Congress for Democracy,The Union of Myanmar Federation of National Politic,Union Democratic Party,Union Farmer Force Party,Union Pao National Organisation,Union Solidarity and Development Party (USDP),United Democratic Party (UDP),Unity and Democracy Party of Kachin State (UDPKS),Wa Democratic Party,Wa National Unity Party,Women Party (Mon),Zo National Region Development Party,Zomi Congress for Democracy
Magway Region,Minbu,131113,107599,102249,82.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,0,1665,72093,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24264,0,0,0,0,0,0,0
Magway Region,Pwintbyu,124069,100477,96126,80.98%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,1640,60975,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32154,0,0,0,0,0,0,0
Magway Region,Salin,182280,142852,135823,78.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931,0,0,0,0,88276,0,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42915,0,0,0,0,0,0,0
Magway Region,Ngape,36112,31301,29756,86.68%,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21842,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,0,0,0,0,0
Magway Region,Sidoktaya,32509,27295,25890,83.96%,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,0,0,16999,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5752,0,0,0,0,0,0,0
Magway Region,Thayet,81575,66272,63559,81.24%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,968,38491,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22357,0,0,0,0,0,0,0
Magway Region,Kamma,57437,49508,47874,86.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,579,0,0,27593,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17988,0,0,0,0,0,0,0
Magway Region,Mindon,47507,38096,36257,80.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22434,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12061,0,0,0,0,0,0,0
Magway Region,Minhla,96967,78206,74358,80.65%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,41838,0,0,6749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22887,0,0,0,0,0,0,0
Magway Region,Sinbaungwe,86987,72631,68042,83.50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,0,0,0,0,39905,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21724,0,0,0,0,0,0,0
Magway Region,Aunglan,175930,139323,131174,79.19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,0,4193,86085,0,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35677,1184,0,0,0,0,0,0
Magway Region,Pakokku,226267,172449,161162,76.21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,596,0,1514,120220,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0,0,0,0,0,32333,0,0,0,0,0,0,0
Magway Region,Yesagyo,177798,130585,126581,73.45%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,1418,78439,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44734,0,0,0,0,0,0,0
Magway Region,Myaing,189523,136267,129951,71.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94477,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33889,0,0,0,0,0,0,0
Magway Region,Pauk,131163,96724,89239,73.74%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,52139,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,31063,0,0,0,0,0,0,0
Magway Region,Seikphyu,78659,59389,55337,75.50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,0,0,1408,31806,0,0,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17760,0,0,0,0,0,0,0
Magway Region,Gangaw,99316,80729,77195,81.28%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57649,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16738,385,0,0,0,0,0,0
Magway Region,Tilin,39574,32788,31541,82.85%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,715,0,0,0,0,0,0
Magway Region,Saw,53869,45132,43198,83.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30966,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9584,0,0,0,0,0,0,0
Mandalay Region,Aungmyaythazan,154139,119568,115569,77.57%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,0,1133,87375,0,0,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23168,0,0,0,0,0,0,0
Mandalay Region,Chanayethazan,151234,97204,95205,64.27%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,81593,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11241,0,0,0,0,0,0,0
Mandalay Region,Mahaaungmyay,167452,111980,109000,66.87%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,493,93174,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,1206,0,0,0,0,0,12113,0,0,0,0,0,0,0
Mandalay Region,Chanmyathazi,192949,117246,112663,60.77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,0,0,92186,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,0,0,0,0,0,15223,0,0,0,0,0,0,0
Mandalay Region,Pyigyitagon,124695,81702,78963,65.52%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,63849,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,12247,0,0,0,0,0,0,0
Mandalay Region,Amarapura,151449,126515,121220,83.54%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,87535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,0,0,27190,0,0,0,0,0,0,0
Mandalay Region,Patheingyi,159496,111232,105186,69.74%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,0,3138,71641,0,0,3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25063,0,0,0,0,0,0,0
Mandalay Region,Pyinoolwin,152879,116378,111687,76.12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118,56519,0,0,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47999,0,0,0,0,0,0,0
Mandalay Region,Madaya,173638,138219,130743,79.60%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656,0,0,94369,0,0,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28331,0,0,0,0,0,0,0
Mandalay Region,Singu,102989,76152,72334,73.94%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,54364,0,0,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13418,0,0,0,0,0,0,0
Mandalay Region,Mogoke,128336,75418,71363,58.77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10949,0,0,0,0,0,0,0,0,0,45436,0,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,1838,0,0,0,0,0,0,0,8380,400,0,0,0,0,0,0
Mandalay Region,Thabeikkyin,96998,70700,65329,72.89%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,45349,0,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13663,703,0,0,0,0,0,0
Mandalay Region,Kyaukse,173202,147324,140402,85.06%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,0,4665,79256,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51489,0,0,0,0,0,0,0
Mandalay Region,Sintgaing,103108,85848,84113,83.26%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,58952,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21576,0,0,0,0,0,0,0
Mandalay Region,Myittha,144673,113833,106036,78.68%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0,0,2885,65937,0,0,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33092,0,0,0,0,0,0,0
Mandalay Region,Tada-U,105756,85503,79999,80.85%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,0,1382,49559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25541,0,0,0,0,0,0,0
Mandalay Region,Myingyan,211043,156498,148993,74.15%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,113644,0,0,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28315,0,0,0,0,0,0,0
Mandalay Region,Taungtha,176505,112171,104290,63.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602,64323,0,0,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33338,0,0,0,0,0,0,0
Mandalay Region,Natogyi,154231,108615,104079,70.42%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,58319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43153,0,0,0,0,0,0,0
Mandalay Region,Kyaukpadaung,220620,150413,142795,68.18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3583,96223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42989,0,0,0,0,0,0,0
Mandalay Region,Ngazun,95462,69375,65224,72.67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,46863,0,0,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14940,447,0,0,0,0,0,0
Mandalay Region,Nyaung-U,197735,143140,134907,72.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983,98978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32946,0,0,0,0,0,0,0
Mandalay Region,Yamethin,182110,141968,133182,77.96%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54743,0,0,6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71924,0,0,0,0,0,0,0
Mandalay Region,Pyawbwe,194311,155804,145925,80.18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57517,0,0,6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82382,0,0,0,0,0,0,0
Mandalay Region,Meiktila,259451,175394,163786,67.60%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5172,0,0,59277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96314,3023,0,0,0,0,0,0
Mandalay Region,Mahlaing,126306,85910,81594,68.02%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,0,0,41674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34114,0,0,0,0,0,0,0
Mandalay Region,Thazi,148155,111850,106735,75.50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6418,40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59837,0,0,0,0,0,0,0
Mandalay Region,Wundwin,175805,140855,132552,80.12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,0,0,74974,0,0,4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49757,0,0,0,0,0,0,0
Mandalay Region,Zay Yar Thi Ri,73060,62267,58482,85.23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20856,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36704,0,0,0,0,0,0,0
Mandalay Region,Poke Ba Thi Ri,70697,58458,55195,82.69%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27145,0,0,0,0,0,0,0
Mandalay Region,Oke Ta Ra Thi Ri,45631,34474,32302,75.55%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,16914,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13706,0,0,0,0,0,0,0
Mandalay Region,Za Bu Thi Ri,59635,48337,46426,81.05%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,23750,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21062,0,0,0,0,0,0,0
Mandalay Region,Det Khi Na Thi Ri,22433,18102,17033,80.69%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9421,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7296,0,0,0,0,0,0,0
Mandalay Region,Pyinmana,121812,88057,82039,72.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049,1680,0,0,45799,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18509,0,0,0,0,0,0,0
Mandalay Region,Tatkon,162428,121595,112457,74.86%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,19882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47424,0,0,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39565,0,0,0,0,0,0,0
Mandalay Region,Lewe,196916,129712,125506,65.87%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685,0,0,57439,0,0,5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44817,0,0,0,0,0,0,0
Mon State,Mawlamyine,205372,118776,114207,57.83%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5817,0,0,0,0,0,0,1909,75151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30212,0,0,0,0,0,0,0
Mon State,Kyaikmaraw,157468,68011,62164,43.19%,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7404,0,0,0,0,1285,0,0,21447,0,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,3428,0,0,0,0,0,18019,0,0,0,0,0,0,0
Mon State,Chaungzon,127249,56573,53294,44.46%,0,0,10120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981,0,0,0,0,0,0,0,23580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16613,0,0,0,0,0,0,0
Mon State,Thabyuzayat,124300,56952,53929,45.82%,0,0,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9780,0,0,0,0,0,0,0,23889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0
Mon State,Mudon,165376,76836,63923,46.46%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18127,0,0,0,0,749,0,550,28663,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14357,0,0,0,0,892,0,0
Mon State,Ye,168826,81719,73361,48.40%,0,0,13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18712,0,0,0,0,0,0,0,30406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0
Mon State,Thaton,175938,96896,89489,55.07%,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,0,0,0,0,0,0,0,0,4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,48283,0,0,2946,0,0,0,0,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23107,0,0,0,0,0,0,0
Mon State,Paung,172157,85303,78575,49.55%,0,0,4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6928,0,0,0,0,1366,0,1364,32831,0,0,2846,0,0,0,0,0,0,0,0,2081,0,0,0,0,0,0,0,0,2597,0,0,0,0,0,22748,0,0,0,0,0,0,0
Mon State,Kyaikto,110779,74468,68103,67.22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,0,0,0,0,0,1030,42139,0,0,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20674,0,0,0,0,0,0,0
Mon State,Bilin,127021,72217,64305,56.85%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,0,2329,35341,0,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22446,0,0,0,0,0,0,0
Rakhine State,Sittwe,103946,71179,65692,68.48%,0,0,0,0,44027,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16816,0,0,0,0,0,0,0
